"","MVIR1HS101D0PBMC1RSQ1","MVIR1HS107D0PBMC1RSQ1","MVIR1HS109D0PBMC1RSQ1","MVIR1HS10D0PBMC1RSQ4","MVIR1HS111D0PBMC1RSQ1","MVIR1HS127D0PBMC1RSQ1","MVIR1HS130D0PBMC1RSQ1","MVIR1HS131D0PBMC1RSQ1","MVIR1HS143D0PBMC1RSQ1","MVIR1HS148D0PBMC1RSQ1","MVIR1HS149D0PBMC1RSQ1","MVIR1HS150D0PBMC1RSQ1","MVIR1HS151D0PBMC1RSQ1","MVIR1HS152D0PBMC1RSQ1","MVIR1HS154D0PBMC1RSQ1","MVIR1HS156D0PBMC1RSQ1","MVIR1HS157D0PBMC1RSQ1","MVIR1HS158D0PBMC1RSQ1","MVIR1HS161D0PBMC1RSQ1","MVIR1HS162D0PBMC1RSQ1","MVIR1HS165D0PBMC1RSQ1","MVIR1HS16D0PBMC1RSQ2","MVIR1HS170D0PBMC1RSQ1","MVIR1HS172D0PBMC1RSQ1","MVIR1HS175D0PBMC1RSQ1","MVIR1HS176D0PBMC1RSQ1","MVIR1HS185D0PBMC1RSQ1","MVIR1HS186D0PBMC1RSQ1","MVIR1HS187D0PBMC1RSQ1","MVIR1HS188D0PBMC1RSQ1","MVIR1HS191D0PBMC1RSQ1","MVIR1HS193D0PBMC1RSQ1","MVIR1HS194D0PBMC1RSQ1","MVIR1HS195D0PBMC1RSQ1","MVIR1HS196D0PBMC1RSQ1","MVIR1HS197D0PBMC1RSQ1","MVIR1HS199D0PBMC1RSQ1","MVIR1HS1D0PBMC1RSQ2","MVIR1HS200D0PBMC1RSQ1","MVIR1HS203D0PBMC1RSQ1","MVIR1HS204D0PBMC1RSQ1","MVIR1HS206D0PBMC1RSQ1","MVIR1HS207D0PBMC1RSQ1","MVIR1HS209D0PBMC1RSQ1","MVIR1HS211D0PBMC1RSQ1","MVIR1HS21D0PBMC1RSQ4","MVIR1HS224D0PBMC1RSQ1","MVIR1HS232D0PBMC1RSQ1","MVIR1HS233D0PBMC1RSQ1","MVIR1HS237D0PBMC1RSQ1","MVIR1HS23D0PBMC1RSQ1","MVIR1HS250D0PBMC1RSQ1","MVIR1HS253D0PBMC1RSQ1","MVIR1HS254D0PBMC1RSQ1","MVIR1HS256D0PBMC1RSQ1","MVIR1HS262D0PBMC1RSQ1","MVIR1HS265D0PBMC1RSQ1","MVIR1HS271D0PBMC1RSQ1","MVIR1HS283D0PBMC1RSQ1","MVIR1HS287D0PBMC1RSQ1","MVIR1HS288D0PBMC1RSQ1","MVIR1HS290D0PBMC1RSQ1","MVIR1HS292D0PBMC1RSQ1","MVIR1HS293D0PBMC1RSQ1","MVIR1HS294D0PBMC1RSQ1","MVIR1HS296D0PBMC1RSQ1","MVIR1HS304D0PBMC1RSQ1","MVIR1HS306D0PBMC1RSQ1","MVIR1HS313D0PBMC1RSQ1","MVIR1HS314D0PBMC1RSQ1","MVIR1HS315D0PBMC1RSQ1","MVIR1HS316D0PBMC1RSQ1","MVIR1HS317D0PBMC1RSQ1","MVIR1HS318D0PBMC1RSQ1","MVIR1HS31D0PBMC1RSQ1","MVIR1HS324D0PBMC1RSQ1","MVIR1HS326D0PBMC1RSQ1","MVIR1HS327D0PBMC1RSQ1","MVIR1HS328D0PBMC1RSQ1","MVIR1HS331D0PBMC1RSQ1","MVIR1HS340D0PBMC1RSQ1","MVIR1HS342D0PBMC1RSQ1","MVIR1HS343D0PBMC1RSQ1","MVIR1HS344D0PBMC1RSQ1","MVIR1HS345D0PBMC1RSQ1","MVIR1HS353D0PBMC1RSQ1","MVIR1HS38D0PBMC1RSQ4","MVIR1HS419D0PBMC1RSQ1","MVIR1HS43D0PBMC1RSQ1","MVIR1HS44D0PBMC1RSQ1","MVIR1HS450D0PBMC1RSQ1","MVIR1HS45D0PBMC1RSQ1","MVIR1HS47D0PBMC1RSQ1","MVIR1HS51D0PBMC1RSQ1","MVIR1HS52D0PBMC1RSQ1","MVIR1HS53D0PBMC1RSQ1","MVIR1HS57D0PBMC1RSQ1","MVIR1HS59D0PBMC1RSQ1","MVIR1HS60D0PBMC1RSQ1","MVIR1HS62D0PBMC1RSQ1","MVIR1HS64D0PBMC1RSQ1","MVIR1HS65D0PBMC1RSQ1","MVIR1HS66D0PBMC1RSQ1","MVIR1HS72D0PBMC1RSQ1","MVIR1HS76D0PBMC1RSQ1","MVIR1HS77D0PBMC1RSQ1","MVIR1HS78D0PBMC1RSQ1","MVIR1HS92D0PBMC1RSQ1","MVIR1HS93D0PBMC1RSQ1","MVIR1HS94D0PBMC1RSQ1","MVIR1HS95D0PBMC1RSQ1","MVIR1HS9D0PBMC1RSQ2"
"ENSG00000147894",10.20655971,10.96561426,11.53801761,12.34054146,10.8008079,11.54915664,11.2575462,11.08887331,11.52487984,9.73969615,10.0252752,11.48069382,11.01363689,11.14509753,10.62024186,11.70571842,11.43621661,11.0674544,10.75713127,11.3623544,11.9599954,11.84142189,11.4927567,11.45762473,11.31380454,11.90803777,12.77541134,11.49124584,11.91299117,11.99657793,11.40334419,11.92019633,10.37070477,10.79954842,11.33320991,13.13068686,10.94657827,10.35220248,10.94574871,12.0399656,12.28194733,11.7487722,10.84688068,12.5674582,11.73434326,11.782778,11.51359791,11.2804527,11.61668348,10.43896661,10.92941303,11.22672277,12.02299408,11.84724357,11.48102394,11.59738637,11.03185739,12.20344969,12.06289326,12.31323953,11.77014842,12.04418087,11.47097379,11.67722025,11.46941687,11.83820272,11.3714884,11.52545421,11.73147627,11.71297814,12.05541466,10.96378935,11.08328361,11.65998962,11.10213634,11.38271497,12.18100981,11.22563423,11.59611728,11.53105091,12.58699694,8.674560828,11.81546635,12.02219953,11.78605015,10.50520032,9.776240508,11.96741749,10.17305268,10.64351288,11.39978262,11.12581873,10.98223466,11.89201594,11.49539376,11.71527893,10.84727486,11.88098855,11.05821136,11.73432254,10.81112547,11.42775763,11.25465637,9.891415136,10.53189121,10.6114115,10.16399554,10.36552484,10.84159526,10.94782051,11.29443221,10.16172635
"ENSG00000135441",8.744412774,8.988441573,8.685163328,9.586481129,8.884084568,9.069855956,8.127331663,8.63115044,8.53019972,10.093764,7.952318249,9.118202732,9.532120621,9.536352679,9.411901219,9.45905275,9.146743165,9.583776092,8.700680243,10.06045208,9.496528567,11.5068159,8.914996395,9.890589931,9.125225417,9.822362439,10.55480241,8.675484136,9.814173664,9.703141245,9.014346559,9.366513108,8.977045016,9.593264824,9.848946972,9.649107061,9.357769371,10.54283441,9.639624698,9.428150013,10.34169888,9.389294953,9.668006899,10.46541144,9.787542975,9.500809651,9.273552564,9.44470613,8.666470001,9.66885519,9.058338418,10.07978911,9.880202727,10.03551114,9.573249243,9.283457813,9.54683214,10.07051414,9.972550313,10.15988235,10.0942984,10.0208744,9.806769516,10.00809183,9.458123977,10.09082632,9.536431413,9.806871169,9.911927032,9.826721844,9.006071755,9.071869188,8.882822719,10.01358074,8.757473873,9.864070498,10.01993785,9.767561492,9.471355432,9.659444322,10.71762809,9.04140007,8.365620207,9.905508074,9.947224654,9.764707126,10.58337421,9.076807407,8.516843993,7.63211467,9.008595403,8.435854766,8.654057432,7.887124696,8.221820607,8.415554456,8.215291142,8.823302911,9.123010719,8.09685246,8.305160576,9.228941693,7.965908999,8.550366704,8.447458207,9.582358374,9.964806608,9.778097305,8.554874413,8.659946448,9.231398276,10.15749873
"ENSG00000232810",8.857953495,7.935029556,8.149928249,7.978689067,8.08938719,8.546317307,8.544781898,8.44837714,10.04315428,9.213808464,9.447510605,8.432040327,8.871152566,9.228904183,8.345135448,7.657582375,9.997693151,9.342780362,8.206235668,9.056012119,8.980611666,9.626763117,8.584964866,8.133691572,8.602244305,9.777272708,11.4669603,7.997138932,9.250169956,7.828602071,8.902246675,8.834524051,7.833526722,7.794632898,8.26718735,8.466146255,8.283300811,8.348442389,8.801420618,10.39070706,7.954993964,8.284635062,8.331751686,8.013104047,9.450032546,9.339067698,7.755634779,7.674749321,8.407868207,7.785664383,9.24714321,8.549665275,8.044309509,7.296816051,8.060594916,8.719179509,7.937589552,7.909483665,9.567799795,7.852475454,8.883610352,9.517323169,8.070223935,8.120132357,7.759416599,8.94127597,7.433434637,9.147919477,8.970800066,8.815157871,8.566205944,7.892639268,8.518054223,9.2356474,8.710996563,8.399395182,9.717043362,7.520355766,8.933134061,8.347066815,8.884173627,7.45218935,8.123917974,8.23097696,7.817642087,8.607951001,7.913213215,9.155921815,7.897490467,8.598464538,7.626627831,8.268094595,7.769822017,8.830770034,8.661582672,8.646189356,8.95252215,8.130889621,8.378106884,7.541006503,8.127729832,9.134047631,7.602002344,7.502956791,8.554101983,8.687908168,8.421380298,8.527312544,7.778195602,7.635228753,8.954002936,7.557026696
"ENSG00000274070",7.04741821,7.160255448,6.243795483,6.457772811,6.54681703,6.002415455,6.928157173,6.702546163,6.92208414,7.743029534,7.651175347,6.021384114,6.070260253,6.513569904,8.770961254,6.691407929,6.48988686,6.650120183,7.465473856,6.41155814,6.392773331,7.083449046,6.44810644,6.375167896,6.207067328,6.244354896,6.843728567,6.258308784,5.912554429,6.757731266,6.911151872,6.549089989,6.236763782,6.316790138,6.234199013,9.106289105,6.612792919,7.260138317,6.581507705,7.327493554,7.429026027,5.911423864,6.214690795,6.661930509,7.056908837,6.658140513,6.250920911,6.216777674,7.124728699,7.379673685,8.178383769,6.384538953,6.808032911,6.925029878,5.829765954,6.21663525,6.646610521,5.93667361,6.200882407,6.364496384,6.116977545,7.03094609,6.80333365,6.202343272,6.442273772,6.650670525,6.224209891,7.618629282,6.072589541,6.124788289,6.28808498,6.277133745,6.523676549,6.024774526,7.338449884,6.333218521,6.58424054,6.232807746,6.611083917,6.842205327,6.640193663,7.091643112,5.597052332,6.167918288,6.426458517,6.577437519,7.50728434,6.39385955,7.683206584,7.17994462,6.741594017,7.231482578,9.367500947,6.917506024,6.879709482,7.746254092,7.323353116,8.058380314,6.603920544,6.962726682,7.039865891,6.73563226,6.352097473,7.23663568,6.781002777,7.640829841,8.140801357,7.912875124,6.460465053,7.952275505,6.370883108,6.770882064
"ENSG00000260267",7.696492835,7.310200482,7.08891502,6.574499079,7.561250466,6.394665493,8.090650109,7.418112146,7.993736736,8.113793759,8.199226225,7.151810632,7.014110196,6.648129197,7.308175385,6.178775152,6.24247297,6.615039537,7.372017681,6.039891019,6.532333151,6.449472184,6.204201429,6.502073411,6.052754956,6.277188484,6.19483498,6.470536674,6.309128268,6.435098544,6.563507861,6.328889798,6.264650272,6.350625125,6.171901882,5.698447874,5.844479353,6.720908709,5.875851127,6.329609348,6.408189928,6.081782801,6.966470975,6.506698957,6.680644098,6.450822432,6.512433948,6.690381739,6.452764491,6.646563248,6.349404994,6.174981643,6.240551732,6.375757498,6.135336394,6.312488735,6.184489437,6.239289629,6.08322118,6.52899618,6.154946875,6.056397422,5.963610756,6.098936966,6.244731439,6.625138982,6.27699191,6.499274175,6.046679924,6.411403247,6.423660966,6.31623799,6.05267625,6.218322505,8.135816804,6.081940916,6.364368194,6.620575999,6.245378969,6.494165713,6.231601445,6.637482195,6.547738015,5.973754189,6.491933822,6.35551411,6.020374658,6.381272624,7.770202051,8.312306261,6.47199301,7.559685628,7.875275976,8.422403946,7.910052167,7.914736809,8.061870485,7.674493016,7.583752256,8.548650663,8.029750807,7.527161346,8.004597819,7.738984782,7.336699018,6.599846614,6.909800688,6.776063472,7.328563883,7.642573291,7.501939443,6.579611562
"ENSG00000182150",10.03435423,9.832918662,9.246172193,9.147564085,9.73998912,8.636003625,10.29170325,10.12303975,9.967590846,9.659812498,10.38133699,9.281986011,8.861051938,7.93797936,9.458113539,8.481299567,8.870418009,9.091815235,9.767286069,8.851997918,8.564596317,10.26437506,9.147131334,8.853185319,9.051947815,8.757871855,8.132917105,9.343201062,8.502462495,8.301726345,8.858480892,9.01470925,9.357084417,8.633663947,7.800211052,8.796537303,8.648438535,9.182737773,8.768225141,9.237540693,8.699822705,8.691583878,8.981974265,8.43932438,9.007791747,8.896739445,8.577710804,7.971172669,9.692342554,8.327865647,8.735380367,8.690836706,8.154009131,8.426342376,8.844519439,9.206219515,8.586873929,8.436005014,8.545116074,8.052317367,8.504472135,8.626357243,8.614239118,8.249357013,8.377253725,8.318961421,8.090963007,8.322127373,8.712806413,8.64182486,9.659690312,8.915423076,9.448729388,8.498044846,8.780154539,8.220594846,8.179906288,8.564372127,8.374890305,8.632498633,8.234797099,8.58880802,9.462405729,8.401946071,8.636425741,8.274264169,8.946862758,8.857414037,10.25574832,10.3900613,8.813519637,9.736447358,9.748012094,10.01952168,10.24163516,10.25740499,10.46892115,10.01451512,9.758292133,10.30680389,10.46684304,9.572507501,10.4191145,10.41510823,9.682128738,8.631938109,9.002463035,8.823664415,9.723727934,9.713832955,9.716348916,9.039714882
"ENSG00000001629",10.60667574,9.658128984,9.502745475,8.975097901,9.791738595,9.402139967,10.71629517,10.41222428,10.41612642,10.33551923,10.21821598,9.112206449,9.503299497,8.732779382,9.646097406,8.481299567,8.438464717,8.94761056,9.818839938,9.246017,8.705098668,9.472035957,8.920293553,8.800346526,9.056790519,9.136384529,8.70685541,8.943800735,9.064159919,8.593561417,8.588660249,8.677866338,8.973840234,8.567059451,8.896569588,8.312426064,8.341625186,9.804122258,8.541061317,8.411913086,8.611674317,8.887614174,9.65810391,8.510976431,8.656281657,8.892412123,8.626338886,8.568873816,8.499430055,8.695075356,8.634019179,8.779292457,8.808119094,8.566523172,8.993727994,9.161072988,8.503121468,9.108302114,8.914772112,8.580294149,9.189284887,8.562207102,8.40323862,8.945015645,8.973912738,8.798339143,9.030498347,8.402003173,9.042140308,8.753593798,9.083360377,9.174269502,8.957289542,8.878815261,10.30526691,8.850348384,8.907315056,9.218000517,8.811543896,8.898630947,8.514342755,8.686745164,8.852596144,9.236815904,8.787220486,9.137675379,9.940044939,8.530649305,10.4331031,10.82510896,8.371007137,10.03797155,10.13968755,10.49691143,10.22096456,10.72228726,10.5672908,10.42349779,10.41130129,10.45380498,10.65148065,9.728827793,10.61709329,10.27493441,10.06594758,9.061194447,9.49415098,9.285267294,9.870516374,9.922750112,9.710302076,9.3270731
"ENSG00000233901",7.152370853,7.677921709,8.271927759,8.695003502,7.687714783,7.871758483,7.986646453,7.673957138,8.092745548,7.378243938,7.355763746,7.49067099,8.249553416,8.610360375,7.650343667,8.572070528,9.63855357,8.416607516,7.347569199,8.432704084,8.61731421,9.963646758,7.855228764,8.41628504,7.755804764,8.964465982,8.765821647,7.426900993,9.599681961,7.910173186,7.676584253,9.06412168,7.309850883,7.670356404,8.567795893,7.739928544,8.203171428,9.622240831,8.288046037,7.553038412,8.209672927,8.086438021,7.99885417,9.327283363,8.09081121,8.244538312,8.284148422,7.927851441,7.194863233,7.655507188,8.953673732,8.062507641,9.080056348,8.750975016,7.500861083,7.48138735,8.245628608,8.209775499,9.53802807,8.912408379,8.037041633,7.789359013,8.609673442,8.402856404,8.149911894,9.569748637,8.160156567,8.583877104,8.335801603,8.417954622,7.910141749,7.330120004,7.545514643,8.878815261,7.338449884,9.158751629,8.582211156,7.741340948,8.217262953,7.563853655,8.853192251,6.98483121,7.328393006,8.326160867,7.774037262,8.382923511,6.221438313,8.34429649,7.145570602,7.138406568,7.547311849,8.143941125,7.473160175,7.807585106,7.540966837,8.106649213,7.110922068,8.510189422,7.760773964,7.695393684,7.224011072,8.259864619,7.344054811,7.215332103,7.034182284,8.45658001,8.483566006,8.450634758,7.729582617,7.804581648,8.081804618,10.00111877
"ENSG00000256660",7.722062935,7.041030602,7.369621527,8.426247776,7.25777352,7.089050385,9.63284449,8.097535234,8.950793414,7.306274913,7.990401292,6.80709716,7.41682225,7.174151004,7.535900929,6.756668656,6.437158878,6.228682694,7.520681851,5.861624477,6.765601967,9.922098515,6.755976686,6.614860535,6.377012374,7.255229777,8.023073475,6.828386313,7.546196588,7.1958021,7.458468752,7.128136281,6.716994125,6.79963785,7.107361338,7.626012408,6.784190972,7.611390112,6.942202832,7.380437937,7.252325373,7.747542107,6.520384902,7.92486473,8.26427034,7.26737937,6.580724046,6.216777674,6.146078222,7.08000394,7.264960664,7.447026939,7.269851337,6.736948682,6.467889159,6.878049895,7.121949744,7.836424421,7.437163697,7.931729405,7.134107449,7.795363222,6.191550388,7.152311618,7.509782916,6.986607366,7.474280023,7.311621424,6.621337918,7.101997659,6.996510695,6.567477673,7.357710565,7.312713608,8.508166269,6.829571944,6.881809959,6.839011865,7.144577878,7.515820569,7.072477482,6.005301926,7.527622233,7.193655195,7.759186194,7.075410977,6.975329487,6.342477685,7.001911166,7.749631144,7.654704636,8.165415586,7.925104284,7.908038909,7.880344921,9.4102889,7.490791474,8.358556836,8.635105089,8.463316109,7.687427708,8.129305597,7.707612577,7.193664639,6.718749578,6.914083452,7.354669231,7.154715477,7.738551873,6.750072278,8.089410206,6.843812115
"ENSG00000142192",11.21766877,11.73825531,11.36744748,9.694226692,10.78784609,10.92415078,11.72586818,10.65008851,11.64062414,11.96184042,12.02392261,10.48899045,11.80124135,12.22661706,11.52499965,12.05343974,10.798827,9.427691559,11.19641907,9.55000588,11.76982148,10.27541002,12.27204399,11.13355794,10.64602663,10.39182278,11.73199951,10.72628931,11.13406074,10.93576328,11.39082567,11.76010385,11.2465786,11.7747221,11.38611912,11.80597961,11.33591201,9.972807648,11.32373649,11.5419888,11.70125223,11.17082137,10.64269765,11.121645,11.16584502,9.506463527,11.55106986,10.87374069,11.29124601,12.60960787,11.9343919,11.56802317,11.42840151,12.13190037,10.61766701,10.9236251,11.48155826,11.27159924,11.20580557,11.63401705,10.94711031,11.72631955,12.18626761,11.51588512,11.55707712,12.02234998,11.78298451,12.56051373,11.13014616,10.93754289,11.31248993,11.08053988,10.80450312,11.22837614,12.02194125,11.65021863,11.13906386,11.27423112,11.46160991,12.0907148,11.58080271,9.981069657,11.55733432,10.98499466,12.06911341,11.57134375,10.06565852,11.47738966,12.16183131,11.17566152,10.53030387,12.27662989,11.89364783,11.5450556,11.13590797,11.67517064,11.45718958,11.91202104,11.63308154,12.33370567,11.54859902,11.81898135,11.23091337,13.03290433,10.90503739,9.505329063,11.6507599,10.98580159,11.01972098,12.1458923,11.02553302,9.647027639
"ENSG00000169871",11.33802111,10.5946339,10.80991259,10.74260444,10.55659683,11.02983466,11.85012505,11.02415835,11.24244061,11.01273535,11.07674154,11.16175776,10.34549015,9.727573352,10.91419698,10.01156217,10.35560757,11.33421404,10.72600542,12.66143248,11.18170373,11.73162097,10.28721147,10.47840294,10.34072079,10.15324213,10.53249803,10.75439173,10.61279967,10.53870102,10.37011673,10.21382737,10.54521348,9.762860451,9.66451349,10.34607259,9.309657027,12.36543752,9.382838121,10.25059905,10.4051073,10.18333195,10.35509377,9.75265226,11.08950375,11.11697894,10.05120252,10.15932927,10.20434722,9.689880919,10.45993981,9.507780466,10.19304041,9.624752973,10.28217636,10.87670533,9.588974225,10.664136,10.31985262,10.06325373,10.53810385,11.0116501,9.723228408,9.712552695,10.21583855,9.878902865,10.04032445,9.743317449,10.45667487,10.13442937,10.86429671,10.51992956,10.7377932,9.718391398,10.30526691,9.386391199,9.893460823,10.29108339,9.827909518,10.98877662,10.17051083,10.60375775,10.49901631,10.32735135,10.74235993,10.18600642,12.72798859,10.55035921,11.48718552,11.39622038,11.07345793,11.08279178,10.95658671,11.57883638,11.51060132,11.35458716,11.26442623,11.54635953,11.2755329,11.37626938,11.18331677,10.59526984,11.6956312,11.37784472,11.16065041,11.42462069,11.12862812,11.24826909,10.882852,10.8819985,10.98109754,12.58051959
"ENSG00000143537",10.50694399,11.00298305,11.09120039,11.65894088,10.768782,11.50872518,10.75508787,10.66337385,11.33452145,9.589672128,10.07382059,10.99899694,11.70983266,12.60736872,12.30393359,12.31342582,11.57961786,11.77781813,10.58999408,11.09186312,11.79175994,11.61493919,11.73088517,11.92567958,10.89580542,11.02203805,11.91761874,11.05859161,11.61251545,11.54034696,11.6711199,11.53914178,11.22327853,11.39781529,12.02550405,11.97291398,11.89796322,12.0314816,11.51656029,11.73029767,12.78133487,11.76021873,11.50178401,10.88111,10.90668907,12.11954853,11.66375784,11.87100323,11.42288768,12.53409246,12.00536637,11.78936995,12.5355659,12.62085781,11.4804775,11.57979953,12.08591634,11.4758387,11.56170906,12.28040532,11.65200607,11.29503323,11.69090193,12.5023184,12.04577007,12.35680049,12.12332772,12.44330396,11.32267047,12.0270714,11.22634507,10.97148052,11.21548496,12.31985298,11.71817181,12.28749962,12.07503284,11.56895456,12.52367296,12.54548836,11.55592462,9.674542976,11.36520323,12.45042675,10.79983196,11.31683989,11.70870529,12.55892551,10.83045871,10.0103515,11.94230439,11.35433489,11.35326338,10.6450513,10.51874483,10.44125561,9.803796993,11.01041902,11.62813906,10.7101314,10.23788716,12.00023652,10.02027559,10.71543623,10.85615703,11.66325086,12.11518502,11.89796922,11.15164578,10.71266677,11.31605712,11.79642322
"ENSG00000161513",8.099160037,7.922301337,8.304009857,8.870850908,8.27253594,9.139147744,7.072219545,8.068750878,7.594335337,7.230044345,6.796025697,8.866968074,8.109995839,9.514802131,7.56544398,8.917908818,8.635057642,9.012861798,7.347569199,8.201096491,8.987276296,8.190733491,8.688226469,8.950296738,8.982366607,9.829741796,8.03930824,8.970172914,8.867889289,8.811769227,8.329073581,9.059256665,8.737037042,8.206347058,8.852953004,8.011477091,8.60535925,9.679558448,8.589501166,8.35947514,8.464340931,8.789516401,8.656753902,8.193214662,8.09081121,8.578464376,8.339621315,9.574182482,7.75225042,9.435176135,8.851361787,9.105719841,8.752139104,8.332013028,9.365812787,9.141279582,8.867654797,9.200714755,8.627152748,8.83728634,8.958702074,8.381924701,9.040317464,9.18649441,8.836437801,9.002374907,8.722245867,8.429465478,9.081984706,8.974142825,8.793169685,8.821053651,8.163977775,8.847885015,7.129913243,8.740094873,8.235121388,9.17165869,8.935417449,7.826291129,8.764342703,7.96810924,8.417509274,9.2645078,9.429958343,8.926096829,9.604149922,8.895220736,8.110462229,7.360591018,9.300586623,8.143941125,7.59446893,6.975474553,7.469592646,7.179153467,6.66534085,7.624299092,8.288572642,6.796923758,7.177491987,7.440094892,7.141831957,8.337922189,8.585359464,8.821656879,8.10937789,8.463707268,8.400118576,7.511875134,7.966556394,9.487541057
"ENSG00000214753",9.41223317,8.338859264,8.56391127,7.904747558,8.794440227,8.330412265,9.499750858,9.005769858,9.425056358,9.485336455,9.440784844,7.78334881,8.59422721,8.3219912,8.48686763,7.747266633,7.547793675,7.48308898,8.939850499,7.347524427,7.224729871,8.915278413,7.693529478,7.623235235,7.991033805,8.299839321,8.17745977,6.92120379,8.203405247,7.425868897,7.601328631,7.719989245,7.890174261,8.180400559,8.390121908,6.773614422,7.598047681,9.240117547,7.941667561,7.406123345,8.190929715,7.979741809,8.857178761,7.479608647,7.523825796,7.86916604,7.340044053,7.726731155,6.766520442,8.007573785,7.346471779,8.308973063,7.920868819,7.776875067,8.054614928,7.947814879,8.075515488,8.463594347,8.356025804,7.600571129,8.262106468,7.865425345,7.612111531,7.934096649,7.917769657,8.142174826,8.113481674,7.954906227,7.99908011,8.007761124,7.281963109,7.724192003,7.760687672,8.343101631,9.30192742,8.269743708,8.056861863,8.098131243,7.758530028,7.704474822,7.579891697,8.226118199,7.119651987,8.208060642,7.477895028,8.534768011,9.393896698,7.261889764,8.972665931,9.700263193,7.159694024,8.867826191,8.972660472,9.430634136,9.113876992,9.354185885,9.337400968,9.384862948,9.317113007,9.374681883,9.224578144,8.935908038,8.956587421,8.833952985,8.900550558,8.144228486,8.827521108,8.527312544,8.845828081,8.548286597,8.748810775,9.257492604
"ENSG00000135002",8.761689306,9.141721298,9.572069036,9.383757583,9.114016193,9.984406769,8.024451717,9.02066477,8.564746638,7.511273781,8.027462078,9.524433003,9.324384765,10.04824842,8.795271341,9.817941626,9.621704628,9.161417559,8.276466782,9.393162677,10.23297598,9.231975628,9.911878199,9.924752875,9.5523848,9.941962561,9.472508914,9.920620948,10.17829415,9.948937762,9.686447976,9.854049214,9.616775796,9.533895675,9.999180471,9.731439325,9.616788767,9.236094414,9.71304844,9.503750559,10.26437953,9.833236132,9.388325651,9.639542345,9.536428511,9.534403527,9.744354272,10.26309692,9.517003465,9.811701578,9.459701334,9.993637349,10.18167913,10.3418504,9.928258075,9.75364437,9.752722124,9.675860234,10.18186069,9.911891883,10.08379431,9.450346966,10.12033564,10.11975382,9.462907344,9.899615587,9.644943533,9.935630233,9.751530434,9.839055036,9.797877,9.366621774,9.501359298,10.22786154,8.170918918,9.760826313,9.93138773,9.885038201,9.785683957,9.844322409,10.0431818,9.295464588,9.577524508,9.949290899,9.595647895,9.871750336,8.940117925,9.753551352,8.099451945,7.826847464,9.340564047,8.227923737,8.144420494,7.865886607,8.571158089,8.072939051,8.091053403,8.478385494,8.724421812,7.787024251,8.032871098,8.967754729,7.379208255,8.158422244,8.937218481,9.409288606,8.837034759,9.110664771,9.333134367,8.971643033,9.762660832,8.820786617
"ENSG00000150867",12.65036231,12.28791619,12.38773088,12.9008558,12.10086765,11.9667379,12.65424411,12.71761594,12.08268012,12.83484668,13.09659841,11.86353511,11.95068702,12.15980645,12.71071913,12.61078374,12.39210382,11.49565445,12.35174279,11.11083037,11.99165708,11.92431613,12.71039389,11.99153556,12.04495593,11.51792988,11.89486232,12.14355503,12.21280592,13.06488725,12.77808018,12.67761598,12.18177736,12.92868203,11.82747328,14.01135165,12.15825779,13.08130989,11.86477765,12.40977941,12.49749493,11.70661376,11.78838501,11.8746838,12.85177781,12.3697488,12.13908638,12.70380033,12.07092761,14.23735496,14.81942642,11.93101674,12.16698039,12.0622061,12.00786719,12.36945176,11.8754812,11.77455593,11.72086774,11.92200359,11.88589993,12.58948296,12.4484193,11.97186568,11.62648666,12.4432728,11.66077031,12.88125645,11.79680614,11.78380213,11.9999101,12.70037857,11.83362531,11.73363857,12.39628173,11.6213753,11.76939845,11.60685024,11.6114608,11.62012875,11.69588689,11.21328479,11.72837549,11.65206641,12.02085391,12.29881715,14.67818629,11.45630004,13.04269049,12.8652913,12.28964357,13.86181063,13.56582158,12.83091525,12.04848853,12.81394931,12.52962141,12.89029353,12.43055419,12.41491169,12.75759268,12.10841735,12.15623843,13.56668021,11.86690777,13.99924636,13.60599245,13.77641396,11.95505411,13.14970374,11.90499821,11.98460135
"ENSG00000166068",6.782978459,6.470947847,7.927632506,8.00248028,7.213363779,7.341763399,9.210232451,7.300014467,8.853251195,5.234901474,8.027462078,6.222688942,7.231371929,7.144377362,6.83941282,7.011776876,7.08884935,6.74908951,7.396015142,5.956729941,6.800113925,6.449472184,7.855228764,6.461554401,6.991012848,7.572575674,6.802430706,7.074638695,7.966831362,6.174896011,7.594862495,8.560606256,7.382752678,6.333862113,6.602100511,6.773614422,7.076806127,6.746897408,6.097021406,6.846958007,5.948269182,6.473770669,7.161399466,6.553435046,6.430825658,8.852862992,7.152499741,6.599049359,6.465751501,7.244151379,7.377689604,7.122192205,6.797745525,6.541705971,6.813726885,6.575920871,6.942265231,7.06761139,8.396822712,6.909240068,6.819203511,6.55964793,6.587079487,7.152311618,6.937334794,6.867835504,7.322859237,6.973617028,6.471001524,7.019778109,7.329974222,6.625175234,7.236827336,7.419459859,7.945612392,7.544384779,7.845722654,6.318501691,7.464177232,6.186251504,6.997757167,7.137983757,7.508016223,7.100109238,6.280424805,6.632934391,6.682244167,6.675707236,6.481235379,7.940828857,6.47199301,7.363224009,6.757376284,9.040385093,8.272523564,8.50427337,8.300678581,7.847695118,8.142526879,7.565331139,7.091694448,7.310723978,7.387850134,6.842030956,7.201627709,6.282453857,6.509281144,6.384069639,7.405393842,7.402442896,7.466416003,7.307782852
